Photo_Table::Web,CommonName,FileNameOrigin,PhotoID_pi,FileName,Image,File Name_origin,DateYear_pi,DateMonth_pi,DateDay_pi,FIleName_Old_pi,Date,Time,File Path,DateSeason_txt_pi,DateSeason#_pi,DateYearDay_pi,Photo_Desc_pi,EXIF_FN_cal_pi,EXIF_AV_cal_pi,EXIF_Exp_pi,EXIF_FocalLength_cal_pi,PhotoAltTitle,EXIF_ISO_pi,EXIF_SS_cal_pi,Keywords_pi,LocationID_pi,Species,CommonName_pi,Name_Individual_Plant_Nickname,Name#_Individual,PhotographerName_auto_pi,Camera_Make_pi,LocDesc_pi,LatinName_pi,Camera_Model_pi,LocName,Photo_verify_pi,Photo_verify_OK_pi,Species_Table::NameAlt1,Photo_View,Photo_Quality,EcoType,Photo_Repeatable,Photo_Comparison,LocElevation_pi,Lat,LocElevation_pi_calc_2,Weather_pi,FlowerPhase,Long,LocSlope_pi,Flower#_pi,LocAspect_pi,Flower%_pi,FacilitiesManagement_pi,Lat_Long_pi,LeafPhase,Leaf%_pi,WebGallery_Done?_pi,Canopy%_pi,Dead_or_Alive_pi,WebGalleryHTML_pi,FieldNotes_pi,Associated_PlantsID_pi,Invasive_PlantsID_pi,ToDo_pi,Associated_AnimalsID_pi,Associated_BirdsID_pi,Associated_PhenomenaID_pi,Flower_Phase#_pi,Leaf_Phase#_pi,CreatedBy_pi,CreatedBy_Date_pi,Species_Table::FlowerShape,Species_Table::FlowerPetal#,Species_Table::FlowerColour,ModifiedBy_pi,ModifiedBy_Date_pi,Species_Table::LeafShape,Species_Table::LeafPerStem#,NameNoExt,FileNameTb
,Salal,gash_fw_2014_06_23_IMG_2037.jpg,207,gash_fw_2014_06_23_IMG_2037_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_06_23_IMG_2037_web.jpg,gash_fw_2014_06_23_IMG_2037.jpg,2014,6,23,2037,2014-06-23, 1:01:08 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_06_23_IMG_2037_web.jpg,0,4,174,,4,4,150,4.5,"Salal, with , and , at Fraser Woods, 2014-06-23.",100,5.643856,,0,gash,Salal,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,1545,48.464455,30,,,-123.316163,,,,,,48.46445512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_06_23_IMG_2037_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_06_23_IMG_2037_tb.jpg"" width=""180"" height=""135"" title=""Salal, with , and , at Fraser Woods, 2014-06-23."" alt=""Salal, with , and , at Fraser Woods, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,gash_fw_2014_06_23_IMG_2037,gash_fw_2014_06_23_IMG_2037_tb.jpg
,Salal,gash_fw_2014_07_02_IMG_3505.jpg,321,gash_fw_2014_07_02_IMG_3505_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3505_web.jpg,gash_fw_2014_07_02_IMG_3505.jpg,2014,7,2,3505,2014-07-02, 2:38:04 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3505_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Salal, with , and , at Fraser Woods, 2014-07-02.",125,4.906891,,0,gash,Salal,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,134710,48.464895,134,,,-123.315922,,,,,,48.46489512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3505_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3505_tb.jpg"" width=""180"" height=""135"" title=""Salal, with , and , at Fraser Woods, 2014-07-02."" alt=""Salal, with , and , at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,gash_fw_2014_07_02_IMG_3505,gash_fw_2014_07_02_IMG_3505_tb.jpg
,Salal,gash_fw_2014_07_02_IMG_3507.jpg,364,gash_fw_2014_07_02_IMG_3507_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3507_web.jpg,gash_fw_2014_07_02_IMG_3507.jpg,2014,7,2,3507,2014-07-02, 2:38:16 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3507_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Salal, with , and , at Fraser Woods, 2014-07-02.",125,4.906891,,0,gash,Salal,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,6735,48.464592,134,,,-123.316,,,,,,48.46459212,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3507_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3507_tb.jpg"" width=""180"" height=""135"" title=""Salal, with , and , at Fraser Woods, 2014-07-02."" alt=""Salal, with , and , at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,gash_fw_2014_07_02_IMG_3507,gash_fw_2014_07_02_IMG_3507_tb.jpg
,Salal,gash_fw_2014_07_02_IMG_3513.jpg,308,gash_fw_2014_07_02_IMG_3513_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3513_web.jpg,gash_fw_2014_07_02_IMG_3513.jpg,2014,7,2,3513,2014-07-02, 2:39:25 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/gash_fw_2014_07_02_IMG_3513_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Salal, with , and , at Fraser Woods, 2014-07-02.",160,4.906891,,0,gash,Salal,,,Wendy Anthony,0,,0,280,Fraser Woods,,,,,,,,,6685,48.46483,133,,,-123.31602,,,,,,48.46483012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3513_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/gash_fw_2014_07_02_IMG_3513_tb.jpg"" width=""180"" height=""135"" title=""Salal, with , and , at Fraser Woods, 2014-07-02."" alt=""Salal, with , and , at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,gash_fw_2014_07_02_IMG_3513,gash_fw_2014_07_02_IMG_3513_tb.jpg
,Salmonberry,rusp_irmg_2010_05_27_IMG_3024.jpg,155,rusp_irmg_2010_05_27_IMG_3024_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2010_05_27_IMG_3024_web.jpg,rusp_irmg_2010_05_27_IMG_3024.jpg,2010,5,27,3024,2010-05-27, 8:29:07 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2010_05_27_IMG_3024_web.jpg,0,3,147,,2.7,2.865919,115,6,"Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2010-05-27.",,3.906891,,0,rusp,Salmonberry,,,Wendy Anthony,0,,0,3,Ian Ross Memorial Garden DTB,,,,,,,,,,48.464738,,,,-123.314672,,,,,,48.46473812,,,,,,"<a name=""Spring2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2010_05_27_IMG_3024_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2010_05_27_IMG_3024_tb.jpg"" width=""180"" height=""135"" title=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2010-05-27."" alt=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2010-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2010<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,1,rusp_irmg_2010_05_27_IMG_3024,rusp_irmg_2010_05_27_IMG_3024_tb.jpg
,Salmonberry,rusp_irmg_2014_03_18_IMG_4769.jpg,156,rusp_irmg_2014_03_18_IMG_4769_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4769_web.jpg,rusp_irmg_2014_03_18_IMG_4769.jpg,2014,3,18,4769,2014-03-18, 6:26:35 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4769_web.jpg,0,2,77,,4,4,140,9.2,"Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18.",125,5.321928,,0,rusp,Salmonberry,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,,,,,,3495,48.46457,69,,,-123.314653,,,,,,48.46457012,,,,,,"<a name=""Late Winter2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4769_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4769_tb.jpg"" width=""180"" height=""135"" title=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" alt=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" class=""imgtb"" border=""1""></a><br>Mar 18, 2014<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,1,rusp_irmg_2014_03_18_IMG_4769,rusp_irmg_2014_03_18_IMG_4769_tb.jpg
,Salmonberry,rusp_irmg_2014_03_18_IMG_4774.jpg,157,rusp_irmg_2014_03_18_IMG_4774_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4774_web.jpg,rusp_irmg_2014_03_18_IMG_4774.jpg,2014,3,18,4774,2014-03-18, 6:29:21 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4774_web.jpg,0,2,77,,3.5,3.61471,130,4.5,"Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18.",80,4.906891,,0,rusp,Salmonberry,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,,,,,,2185,48.46468,43,,,-123.314645,,,,,,48.46468012,,,,,,"<a name=""Late Winter2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4774_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4774_tb.jpg"" width=""180"" height=""135"" title=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" alt=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" class=""imgtb"" border=""1""></a><br>Mar 18, 2014<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,1,rusp_irmg_2014_03_18_IMG_4774,rusp_irmg_2014_03_18_IMG_4774_tb.jpg
,Salmonberry,rusp_irmg_2014_03_18_IMG_4781.jpg,158,rusp_irmg_2014_03_18_IMG_4781_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4781_web.jpg,rusp_irmg_2014_03_18_IMG_4781.jpg,2014,3,18,4781,2014-03-18, 6:35:15 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_03_18_IMG_4781_web.jpg,0,2,77,,4.5,4.33985,150,11.6,"Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18.",400,5.643856,,0,rusp,Salmonberry,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,,,,,,4965,48.464953,99,,,-123.314547,,,,,,48.46495312,,,,,,"<a name=""Late Winter2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4781_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_03_18_IMG_4781_tb.jpg"" width=""180"" height=""135"" title=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" alt=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-03-18."" class=""imgtb"" border=""1""></a><br>Mar 18, 2014<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,1,rusp_irmg_2014_03_18_IMG_4781,rusp_irmg_2014_03_18_IMG_4781_tb.jpg
,Salmonberry,rusp_irmg_2014_07_04_IMG_4602.jpg,303,rusp_irmg_2014_07_04_IMG_4602_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_07_04_IMG_4602_web.jpg,rusp_irmg_2014_07_04_IMG_4602.jpg,2014,7,4,4602,2014-07-04, 4:23:07 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/rusp_irmg_2014_07_04_IMG_4602_web.jpg,0,4,185,,4,4,160,4.5,"Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04.",160,5.906891,,0,rusp,Salmonberry,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,,,,,,281,48.464747,28,,,-123.314697,,,,,,48.46474712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_07_04_IMG_4602_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/rusp_irmg_2014_07_04_IMG_4602_tb.jpg"" width=""180"" height=""135"" title=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04."" alt=""Salmonberry, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,1,rusp_irmg_2014_07_04_IMG_4602,rusp_irmg_2014_07_04_IMG_4602_tb.jpg
,Sitka Mountain Ash,sosi_fph_2014_07_04_IMG_4377.jpg,359,sosi_fph_2014_07_04_IMG_4377_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4377_web.jpg,sosi_fph_2014_07_04_IMG_4377.jpg,2014,7,4,4377,2014-07-04, 3:43:23 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4377_web.jpg,0,4,185,,4,4,1200,4.5,"Sitka Mountain Ash, with , and , at First People's House, 2014-07-04.",160,7.643856,,0,sosi,Sitka Mountain Ash,,,Wendy Anthony,0,,0,280,First People's House,,,,,,,,,2395,48.464378,47,,,-123.311753,,,,,,48.46437812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4377_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4377_tb.jpg"" width=""180"" height=""135"" title=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" alt=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(fph)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,sosi_fph_2014_07_04_IMG_4377,sosi_fph_2014_07_04_IMG_4377_tb.jpg
,Sitka Mountain Ash,sosi_fph_2014_07_04_IMG_4403.jpg,377,sosi_fph_2014_07_04_IMG_4403_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4403_web.jpg,sosi_fph_2014_07_04_IMG_4403.jpg,2014,7,4,4403,2014-07-04, 3:47:18 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4403_web.jpg,0,4,185,,4,4,1125,4.5,"Sitka Mountain Ash, with , and , at First People's House, 2014-07-04.",160,6.965784,,0,sosi,Sitka Mountain Ash,,,Wendy Anthony,0,,0,280,First People's House,,,,,,,,,46110,48.464388,46,,,-123.311728,,,,,,48.46438812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4403_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4403_tb.jpg"" width=""180"" height=""135"" title=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" alt=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(fph)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,sosi_fph_2014_07_04_IMG_4403,sosi_fph_2014_07_04_IMG_4403_tb.jpg
,Sitka Mountain Ash,sosi_fph_2014_07_04_IMG_4410.jpg,373,sosi_fph_2014_07_04_IMG_4410_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4410_web.jpg,sosi_fph_2014_07_04_IMG_4410.jpg,2014,7,4,4410,2014-07-04, 3:48:16 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sosi_fph_2014_07_04_IMG_4410_web.jpg,0,4,185,,4,4,1500,4.5,"Sitka Mountain Ash, with , and , at First People's House, 2014-07-04.",160,8.965784,,0,sosi,Sitka Mountain Ash,,,Wendy Anthony,0,,0,280,First People's House,,,,,,,,,44710,48.464403,44,,,-123.311747,,,,,,48.46440312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4410_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/sosi_fph_2014_07_04_IMG_4410_tb.jpg"" width=""180"" height=""135"" title=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" alt=""Sitka Mountain Ash, with , and , at First People's House, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(fph)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,sosi_fph_2014_07_04_IMG_4410,sosi_fph_2014_07_04_IMG_4410_tb.jpg
,Snowberry,syal_bc9_2010_02_18_IMG_5550.jpg,170,syal_bc9_2010_02_18_IMG_5550_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_bc9_2010_02_18_IMG_5550_web.jpg,syal_bc9_2010_02_18_IMG_5550.jpg,2010,2,18,5550,2010-02-18, 6:47:57 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_bc9_2010_02_18_IMG_5550_web.jpg,0,2,49,,2.7,2.865919,115,6,"Snowberry, with , and , at Bowker Creek Parking Lot 9, 2010-02-18.",,3.906891,,9,syal,Snowberry,,,Wendy Anthony,0,,0,3,Bowker Creek Parking Lot 9,,,"Common Snowberry
Waxberry",,,,,,,48.464662,,,,-123.317737,,,,,,48.46466212,,,,,,"<a name=""Late Winter2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_bc9_2010_02_18_IMG_5550_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_bc9_2010_02_18_IMG_5550_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Bowker Creek Parking Lot 9, 2010-02-18."" alt=""Snowberry, with , and , at Bowker Creek Parking Lot 9, 2010-02-18."" class=""imgtb"" border=""1""></a><br>Feb 18, 2010<br>(bc9)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_bc9_2010_02_18_IMG_5550,syal_bc9_2010_02_18_IMG_5550_tb.jpg
,Snowberry,syal_fw_2014_06_23_IMG_2056.jpg,260,syal_fw_2014_06_23_IMG_2056_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_06_23_IMG_2056_web.jpg,syal_fw_2014_06_23_IMG_2056.jpg,2014,6,23,2056,2014-06-23, 1:05:41 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_06_23_IMG_2056_web.jpg,0,4,174,,4,4,130,4.5,"Snowberry, with , and , at Fraser Woods, 2014-06-23.",100,4.906891,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Fraser Woods,,,"Common Snowberry
Waxberry",,,,,,,48.464238,,,,-123.316413,,,,,,48.46423812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_06_23_IMG_2056_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_06_23_IMG_2056_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Fraser Woods, 2014-06-23."" alt=""Snowberry, with , and , at Fraser Woods, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_fw_2014_06_23_IMG_2056,syal_fw_2014_06_23_IMG_2056_tb.jpg
,Snowberry,syal_fw_2014_06_23_IMG_2057.jpg,261,syal_fw_2014_06_23_IMG_2057_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_06_23_IMG_2057_web.jpg,syal_fw_2014_06_23_IMG_2057.jpg,2014,6,23,2057,2014-06-23, 1:06:15 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_06_23_IMG_2057_web.jpg,0,4,174,,4,4,150,4.5,"Snowberry, with , and , at Fraser Woods, 2014-06-23.",125,5.643856,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Fraser Woods,,,"Common Snowberry
Waxberry",,,,,,33310,48.464378,33,,,-123.316255,,,,,,48.46437812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_06_23_IMG_2057_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_06_23_IMG_2057_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Fraser Woods, 2014-06-23."" alt=""Snowberry, with , and , at Fraser Woods, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_fw_2014_06_23_IMG_2057,syal_fw_2014_06_23_IMG_2057_tb.jpg
,Snowberry,syal_fw_2014_07_02_IMG_3524.jpg,362,syal_fw_2014_07_02_IMG_3524_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_07_02_IMG_3524_web.jpg,syal_fw_2014_07_02_IMG_3524.jpg,2014,7,2,3524,2014-07-02, 2:42:02 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_07_02_IMG_3524_web.jpg,0,4,183,,3.5,3.61471,160,4.5,"Snowberry, with , and , at Fraser Woods, 2014-07-02.",250,5.906891,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Fraser Woods,,,"Common Snowberry
Waxberry",,,,,,118710,48.464595,118,,,-123.316022,,,,,,48.46459512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_07_02_IMG_3524_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_07_02_IMG_3524_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Fraser Woods, 2014-07-02."" alt=""Snowberry, with , and , at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_fw_2014_07_02_IMG_3524,syal_fw_2014_07_02_IMG_3524_tb.jpg
,Snowberry,syal_fw_2014_07_02_IMG_3528.jpg,394,syal_fw_2014_07_02_IMG_3528_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_07_02_IMG_3528_web.jpg,syal_fw_2014_07_02_IMG_3528.jpg,2014,7,2,3528,2014-07-02, 2:42:58 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_fw_2014_07_02_IMG_3528_web.jpg,0,4,183,,3.5,3.61471,160,4.5,"Snowberry, with , and , at Fraser Woods, 2014-07-02.",250,5.906891,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Fraser Woods,,,"Common Snowberry
Waxberry",,,,,,5535,48.46482,110,,,-123.316005,,,,,,48.46482012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_07_02_IMG_3528_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_fw_2014_07_02_IMG_3528_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Fraser Woods, 2014-07-02."" alt=""Snowberry, with , and , at Fraser Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(fw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_fw_2014_07_02_IMG_3528,syal_fw_2014_07_02_IMG_3528_tb.jpg
